Timestamp,Full Name :,Gender :,Do you use your phone to click pictures of class notes?,Do you buy books/access books from your mobile?,Does your phone's battery last a day?,"When your phone's battery dies out, do you run for the charger?",Do you worry about losing your cell phone?,Do you take your phone to the bathroom?,Do you use your phone in any social gathering (parties)?,Do you often check your phone without any notification? ,Do you check your phone just before going to sleep/just after waking up?,Do you keep your phone right next to you while sleeping?,"Do you check emails, missed calls, texts during class time? ",Do you find yourself relying on your phone when things get awkward?,Are you on your phone while watching TV or eating food?,Do you have a panic attack if you leave your phone elsewhere?,You don't mind responding to messages or checking your phone while on date? ,For how long do you use your phone for playing games?,Can you live a day without phone ? ,whether you are addicted to phone?
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:53 PM GMT+5:95,mahesh,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:19 PM GMT+5:95,Sheri mohan,MALE,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,<2 hours,Yes,No
2023/03/28 2:39:59 PM GMT+5:95,Puri jaganath ,MALE,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,<2 hours,No,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,>2 hours,No,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,>2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,<2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,>2 hours,No,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,>2 hours,No,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:53 PM GMT+5:96,mahesh,MALE,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,>2 hours,Yes,Yes
2023/03/28 2:39:19 PM GMT+5:96,Sheri mohan,MALE,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,>2 hours,No,No
2023/03/28 2:39:59 PM GMT+5:96,Puri jaganath ,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,<2 hours,No,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,<2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,<2 hours,No,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,<2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,<2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,<2 hours,No,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,<2 hours,Yes,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,>2 hours,No,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,<2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,>2 hours,No,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,>2 hours,No,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,<2 hours,No,No
2023/03/10 3:31:53 PM GMT+5:97,mahesh,MALE,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,>2 hours,Yes,Yes
2023/03/28 2:39:19 PM GMT+5:97,Sheri mohan,MALE,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,<2 hours,Yes,No
2023/03/28 2:39:59 PM GMT+5:97,Puri jaganath ,MALE,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,>2 hours,No,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,>2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,>2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,>2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,<2 hours,Yes,Yes
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,<2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,>2 hours,No,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,>2 hours,Yes,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,<2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,>2 hours,Yes,Yes
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:53 PM GMT+5:98,mahesh,MALE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,>2 hours,No,Yes
2023/03/28 2:39:19 PM GMT+5:98,Sheri mohan,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:59 PM GMT+5:98,Puri jaganath ,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:53 PM GMT+5:99,mahesh,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:19 PM GMT+5:99,Sheri mohan,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:59 PM GMT+5:99,Puri jaganath ,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:53 PM GMT+5:100,mahesh,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:19 PM GMT+5:100,Sheri mohan,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:59 PM GMT+5:100,Puri jaganath ,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:53 PM GMT+5:101,mahesh,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:19 PM GMT+5:101,Sheri mohan,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:59 PM GMT+5:101,Puri jaganath ,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:53 PM GMT+5:102,mahesh,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:19 PM GMT+5:102,Sheri mohan,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/28 2:39:59 PM GMT+5:102,Puri jaganath ,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:24 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
2023/03/10 3:31:25 PM GMT+5:30,praneeth,MALE,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,>2 hours,Yes,No
